customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0433-ABCDE,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),61.02,2245.38,No
2216-ABCDE,Male,0,No,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),54.1,1788.82,Yes
5261-ABCDE,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.72,5058.75,No
6002-ABCDE,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.7,1356.71,No
1481-ABCDE,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.39,329.5,No
5138-ABCDE,Male,0,No,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.83,267.82,No
3170-ABCDE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),66.37,66.37,Yes
4654-ABCDE,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),61.14,1033.76,No
2851-ABCDE,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),55.64,1069.32,No
1761-ABCDE,Male,1,No,No,52,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),46.32,2556.66,No
0605-ABCDE,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.79,1051.37,Yes
2158-ABCDE,Male,1,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.47,371.61,Yes
3133-ABCDE,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,51.72,467.26,No
6766-ABCDE,Female,0,No,Yes,40,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,58.66,2373.47,No
6509-ABCDE,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.16,66.16,No
5637-ABCDE,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,58.66,1293.67,No
4694-ABCDE,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.21,244.03,No
3394-ABCDE,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.7,195.32,Yes
4202-ABCDE,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.61,998.43,No
3551-ABCDE,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.24,60.77,No
5783-ABCDE,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.6,223.55,No
5420-ABCDE,Male,1,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.9,981.51,No
1892-ABCDE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,74.11,74.11,Yes
4276-ABCDE,Female,0,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),57.09,231.61,Yes
4739-ABCDE,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),55.2,793.22,No
1546-ABCDE,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,51.6,107.79,No
0905-ABCDE,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52.83,96.32,Yes
6603-ABCDE,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.96,68.29,No
6124-ABCDE,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.42,2613.74,No
5000-ABCDE,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.38,479.42,Yes
4880-ABCDE,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,58.52,177.79,Yes
1704-ABCDE,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.35,4947.16,Yes
4258-ABCDE,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,67.71,430.93,Yes
3871-ABCDE,Male,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.65,791.11,Yes
5039-ABCDE,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.26,55.26,Yes
1721-ABCDE,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,76.5,895.71,Yes
4777-ABCDE,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,55.23,1383.87,No
4123-ABCDE,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.63,358.32,No
5262-ABCDE,Female,1,No,No,16,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),44.48,748.85,Yes
3480-ABCDE,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,58.76,120.23,Yes
1499-ABCDE,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),69.35,2230.91,No
0255-ABCDE,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,47.56,341.25,Yes
3017-ABCDE,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,56.84,1075.48,No
0222-ABCDE,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.07,228.29,No
3795-ABCDE,Male,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,63.89,1628.78,No
4801-ABCDE,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.21,361.76,No
4292-ABCDE,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,48.93,523.25,No
5808-ABCDE,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,62.49,2465.75,Yes
2209-ABCDE,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,59.45,115.07,Yes
1196-ABCDE,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.87,700.93,Yes
1783-ABCDE,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.8,1549.77,Yes
6553-ABCDE,Female,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.52,906.43,No
1321-ABCDE,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.47,606.44,Yes
3766-ABCDE,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.1,1407.9,No
6800-ABCDE,Female,0,Yes,No,11,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.84,350.82,No
2489-ABCDE,Female,1,Yes,No,59,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,50.15,2981.42,No
1579-ABCDE,Female,0,No,No,52,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,44.44,2266.4,No
0377-ABCDE,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,68.21,2062.62,No
0756-ABCDE,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.58,419.38,No
0292-ABCDE,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.14,56.14,Yes
5911-ABCDE,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.91,1209.05,No
4915-ABCDE,Male,1,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.98,533.26,No
0189-ABCDE,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.26,816.55,No
4383-ABCDE,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,51.26,51.26,Yes
1420-ABCDE,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.97,2295.06,No
2477-ABCDE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.23,131.26,Yes
3946-ABCDE,Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.76,385.05,Yes
0502-ABCDE,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),48.47,337.62,No
1198-ABCDE,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.49,671.18,No
5328-ABCDE,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.96,31.96,Yes
6984-ABCDE,Female,0,No,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.96,1731.03,No
5268-ABCDE,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.68,518.15,No
4120-ABCDE,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.75,920.99,No
6518-ABCDE,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,71.64,71.64,No
0673-ABCDE,Male,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,65.77,1493.25,Yes
3985-ABCDE,Female,0,No,No,10,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),54.25,509.79,No
1375-ABCDE,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,62.72,247.77,No
5976-ABCDE,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.11,950.13,No
6368-ABCDE,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,543.59,Yes
2179-ABCDE,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.08,165.41,Yes
5517-ABCDE,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.82,926.7,No
4271-ABCDE,Female,1,Yes,No,10,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),45.03,451.13,Yes
0217-ABCDE,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.69,505.57,No
3955-ABCDE,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.41,118.05,No
0422-ABCDE,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.78,1705.23,No
5100-ABCDE,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.04,60.1,Yes
4665-ABCDE,Female,1,Yes,No,8,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),38.53,315.65,No
5029-ABCDE,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),64.75,1313.47,No
0507-ABCDE,Female,0,No,Yes,62,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.38,3455.92,Yes
3468-ABCDE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.03,220.19,Yes
6810-ABCDE,Male,1,Yes,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.93,315.44,Yes
1545-ABCDE,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.27,30.27,Yes
1316-ABCDE,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,59.14,2331.39,No
4538-ABCDE,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.46,405.21,No
4055-ABCDE,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,63.68,953.18,Yes
3044-ABCDE,Male,0,No,No,9,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),45.23,443.55,No
2800-ABCDE,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.02,188.92,No
2642-ABCDE,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),62.53,367.84,No
4499-ABCDE,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.99,141.89,Yes
3552-ABCDE,Male,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,555.15,Yes
0348-ABCDE,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),38.57,587.18,No
6530-ABCDE,Female,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.66,367.88,No
0334-ABCDE,Male,0,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,46.53,90.88,No
6831-ABCDE,Female,1,No,Yes,18,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,59.43,1013.89,No
6057-ABCDE,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,62.62,242.53,Yes
6155-ABCDE,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),40.07,1504.07,Yes
5423-ABCDE,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.66,56.66,No
6593-ABCDE,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,50.42,100.5,Yes
6956-ABCDE,Male,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),47.67,823.3,No
1923-ABCDE,Female,0,No,Yes,51,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,53.56,2762.08,No
0747-ABCDE,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.52,32.52,No
6911-ABCDE,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),82.6,1985.08,No
1671-ABCDE,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),60.89,855.56,No
6619-ABCDE,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.89,812.96,No
4060-ABCDE,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.62,227.16,No
4272-ABCDE,Female,1,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),55.53,1911.68,Yes
2474-ABCDE,Female,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),30.16,137.25,No
4049-ABCDE,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.69,2390.78,No
0260-ABCDE,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.81,351.25,Yes
1742-ABCDE,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.21,822.2,No
3830-ABCDE,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.74,45.74,Yes
2021-ABCDE,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.32,1230.79,Yes
4587-ABCDE,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.79,1505.11,No
1861-ABCDE,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.65,3315.41,No
0600-ABCDE,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.11,59.15,Yes
0046-ABCDE,Female,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.47,401.92,No
4623-ABCDE,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),56.56,1212.69,Yes
6278-ABCDE,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,51.76,968.18,Yes
5023-ABCDE,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.77,347.79,Yes
6920-ABCDE,Male,1,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.43,64.43,Yes
5702-ABCDE,Male,1,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.26,451.18,Yes
1222-ABCDE,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),62.25,1972.97,No
2459-ABCDE,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,61.17,1577.51,No
5307-ABCDE,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.77,546.46,Yes
2229-ABCDE,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),51.09,2775.0,No
3887-ABCDE,Female,1,Yes,No,39,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,52.29,1974.51,No
0427-ABCDE,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),63.38,2602.99,No
1570-ABCDE,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.16,1803.98,No
0806-ABCDE,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,46.71,847.95,No
0411-ABCDE,Male,0,No,No,43,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,49.56,2048.02,No
6932-ABCDE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),41.85,345.28,Yes
3575-ABCDE,Female,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.76,332.77,Yes
0439-ABCDE,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.44,1069.87,Yes
3667-ABCDE,Female,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.35,1561.66,No
0435-ABCDE,Male,0,No,Yes,5,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,44.75,231.75,Yes
1806-ABCDE,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),60.6,1317.48,No
6902-ABCDE,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.57,678.06,No
3622-ABCDE,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,58.13,183.15,Yes
6811-ABCDE,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.02,1455.85,Yes
5267-ABCDE,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.31,1608.01,No
1567-ABCDE,Female,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.69,739.12,Yes
4762-ABCDE,Female,1,No,No,34,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),61.82,2110.5,Yes
5421-ABCDE,Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),43.01,409.56,Yes
1050-ABCDE,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,75.76,906.52,No
0627-ABCDE,Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.42,64.42,Yes
1670-ABCDE,Female,0,No,No,12,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,43.44,515.28,Yes
0211-ABCDE,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.56,637.55,Yes
3127-ABCDE,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,166.01,Yes
6001-ABCDE,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),58.86,179.28,Yes
2227-ABCDE,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),45.44,871.18,No
0052-ABCDE,Female,0,Yes,Yes,7,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),61.27,437.45,No
1110-ABCDE,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.24,349.19,No
1618-ABCDE,Female,0,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.74,660.02,No
6726-ABCDE,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.39,353.58,No
4223-ABCDE,Female,1,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.17,713.84,No
1544-ABCDE,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),58.62,2407.27,No
4908-ABCDE,Male,1,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),69.34,1393.34,No
6178-ABCDE,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,60.88,303.36,No
5982-ABCDE,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),46.13,137.21,No
2285-ABCDE,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.79,258.59,Yes
6432-ABCDE,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.14,741.75,No
4583-ABCDE,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.39,2362.11,Yes
